"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
121,"NCT03569891","HOPE-B: Trial of AMT-061 in Severe or Moderately Severe Hemophilia B Patients",,"Active, not recruiting","No Results Available","Hemophilia B","Genetic: AAV5-hFIXco-Padua","Annualized bleeding rate (ABR)|Factor IX activity levels|Use of factor IX replacement therapy|Adverse events","UniQure Biopharma B.V.","Male","18 Years and older   (Adult, Older Adult)","Phase 3","56","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CT-AMT-061-02","June 27, 2018","September 22, 2021","March 2025","June 26, 2018",,"November 9, 2021","Phoenix Children's Hospital, Phoenix, Arizona, United States|Arkansas Children's Hospital, Little Rock, Arkansas, United States|Los Angeles Orthopedic Hospital, Los Angeles, California, United States|Children's Hospital of Los Angeles, Los Angeles, California, United States|University of California, Davis, Sacramento, California, United States|University of California, San Diego, San Diego, California, United States|University of Colorado Denver, Aurora, Colorado, United States|Children's National Medical Center Hematology and Oncology, Washington, District of Columbia, United States|University of South Florida, Tampa, Florida, United States|University of Michigan, Ann Arbor, Michigan, United States|Hemophilia Center of Western New York, Buffalo, New York, United States|University of North Carolina, Chapel Hill, Chapel Hill, North Carolina, United States|Oregon Health & Science University, Portland, Oregon, United States|University of Tennessee Health Science Center, Memphis, Tennessee, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|University of Texas Health Science Center & Medical School, Houston, Texas, United States|University of Utah, Salt Lake City, Utah, United States|Washington Institute for Coagulation, Seattle, Washington, United States|University of Washington, Seattle, Washington, United States|Cliniques universitaires Saint-Luc, Bruxelles, Belgium|University Hospital Leuven, Leuven, Belgium|Righospitalet, Copenhagen, Denmark|Vivantes Klinikum im Friedrichshain, Berlin, Germany|Klinikum der Johann Wolfgang Goethe Universitat, Frankfurt am main, Germany|National Coagulation Centre, St James's Hospital, Dublin, Ireland|Center for Bleeding Disorders, Careggi University Hospital, Florence, Italy|Azienda Ospedaliero Universitaria Federico II di Napolis, Napoli, Italy|Amsterdam UMC - Locatie AMC, Amsterdam, Netherlands|Universitair Medisch Centrum Groningen, Groningen, Netherlands|Erasmus MC, Rotterdam, Netherlands|UMC Utrecht, Van Creveldkliniek, Utrecht, Netherlands|Center for Thrombosis and Hemostasis Skåne University Hospital Malmö, Malmö, Sweden|The Cambridge Haemophilia and Thrombophilia Centre Camridge University Hospitals NHS Foundation Trust - Box 217 Addenbrooke's Hospital, Cambridge, United Kingdom|The Royal London Hospital (Barts Health NHS Trust), London, United Kingdom|University Hospital Southampton NHS Foundation Trust, Southampton, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03569891"
122,"NCT04394286","A Phase 1/2 Study of SHP648, an Adeno-Associated Viral Vector for Gene Transfer in Hemophilia B Subjects",,"Terminated","No Results Available","Hemophilia B","Genetic: SHP648","Number of Participants With SHP648 Related Serious or Non-Serious Adverse Events (AEs)|Plasma FIX levels before and after SHP648 infusion|Annualized Bleed Rate (ABR)|Number of Participants With Positive Binding Antibody Titers to Adeno-Associated Virus (AAV8)|Number of Participants With Positive Neutralizing Antibody Titers to Adeno-Associated Virus (AAV8)|Number of Participants with T-cell Response to Adeno-Associated Virus (AAV8)|Number of Participants with T-cell Response to Factor IX (FIX) Transgene Products|Duration of SHP648 Genomes Present in Bodily Fluids|Percent Change in Consumption of Exogenous Factor IX (FIX) Before and After Gene Transfer","Baxalta now part of Shire|Takeda","Male","18 Years to 75 Years   (Adult, Older Adult)","Phase 1|Phase 2","2","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SHP648-101|2018-004024-11","May 13, 2020","May 3, 2021","May 3, 2021","May 19, 2020",,"July 1, 2021","Hospital Universitario Virgen de la Arrixaca, El Palmar, Spain|Ege University Medical Faculty, Izmir, Turkey",,"https://ClinicalTrials.gov/show/NCT04394286"
123,"NCT05166694","Evaluating Personalized Therapeutics Clinic (PTC) on Drug-Drug Interactions and Drug-Gene Interactions",,"Not yet recruiting","No Results Available","Cancer|Advanced Cancer|Advanced Solid Tumor","Other: Drug-Drug Interaction Profile|Other: Drug-Gene Interaction Profile|Other: Standard of Care","Change in Rate of Drug-Drug Interactions and Drug-Gene Interactions Among Participants|Participants At High-Risk for Drug-Drug and Drug-Gene Interactions|Strategy to Implement at Personalize Therapeutic Clinic (PTC) at Specific Sites Based on Available Mediators (PTC Partners)|Rate of Hospitalizations|Rate of Emergency Department Visits|Rate of Reported Adverse Events as Assessed by Clinical Records|Changes in Participant Knowledge and Perceptions of the Personalized Therapeutic Clinic (PTC) as Assessed by Survey Results|Changes in provider knowledge and perceptions of the Personalized Therapeutic Clinics (PTC) Assessed by Survey Results","University of Chicago","All","18 Years and older   (Adult, Older Adult)","Not Applicable","1300","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IRB21-1527","February 1, 2022","November 1, 2022","November 1, 2024","December 22, 2021",,"December 22, 2021",,,"https://ClinicalTrials.gov/show/NCT05166694"
124,"NCT02561533","Detection of BRAF Mutation on FNAB From Papillary Thyroid Carcinoma",,"Completed","No Results Available","Papillary Thyroid Carcinoma","Other: BRAF detection on fine needle aspiration biopsy (FNAB)","Immunohistochemical detection of BRAF mutation on fine needle aspiration biopsy (FNAB)","University of Aarhus","All","18 Years and older   (Adult, Older Adult)","Not Applicable","53","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","TIHCDBMTC1","December 2014","July 2017","July 2017","September 28, 2015",,"July 14, 2017","Aarhus University Hospital, Aarhus C, Denmark",,"https://ClinicalTrials.gov/show/NCT02561533"
125,"NCT03796637","A Study to Assess Dystrophin Levels in Participants With Nonsense Mutation Duchenne Muscular Dystrophy (nmDMD) Who Have Been Treated With Ataluren",,"Completed","No Results Available","Duchenne Muscular Dystrophy","Other: Dystrophin levels|Drug: Ataluren","Mean Dystrophin Levels as Measured by Electrochemiluminescence (ECL)|Dystrophin Protein Levels as Determined by Immunohistochemistry","PTC Therapeutics","Male","Child, Adult, Older Adult","Phase 2","6","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","PTC124-GD-046-DMD|2019-001691-11","April 11, 2019","May 24, 2019","May 24, 2019","January 8, 2019",,"April 10, 2020","University of California, Los Angeles (UCLA), Los Angeles, California, United States",,"https://ClinicalTrials.gov/show/NCT03796637"
126,"NCT03359668","CT Detection of Metastatic Lymphadenopathy in Papillary Thyroid Cancer",,"Completed","No Results Available","Papillary Thyroid Cancer","Diagnostic Test: Use of IV contrast during head and neck CT","Increased detection of suspicious lymph nodes in PTC with IV-contrast enhanced CT","University Health Network, Toronto","All","Child, Adult, Older Adult","Not Applicable","47","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Diagnostic","11-0192-C","April 28, 2011","April 20, 2017","April 20, 2017","December 2, 2017",,"December 2, 2017",,,"https://ClinicalTrials.gov/show/NCT03359668"
127,"NCT00458341","A Study of Ataluren in Pediatric Participants With Cystic Fibrosis",,"Completed","Has Results","Cystic Fibrosis","Drug: Ataluren","Change From Baseline in Total Chloride Transport at Day 14 of Cycles 1 and 2|Number of Participants With a Chloride Transport Response at Day 14 of Cycles 1 and 2|Number of Participants With Normalization of Chloride Transport Between Baseline and Day 14 of Cycles 1 and 2|Change From Baseline in Parameters of Transepithelial Difference at Day 14 of Cycles 1 and 2|Change From Baseline in CFTR Protein in Nasal Mucosa as Determined by Immunofluorescence at Overall Day 56|Change From Baseline in Nonsense Mutation CFTR mRNA in Nasal Mucosa as Determined by Quantitative Real-Time Polymerase Chain Reaction (RT-PCR) Assay at Overall Day 42|Change From Baseline in Pulmonary Function as Measured by Spirometry at Day 14 or 15 of Cycles 1 and 2 and Overall Day 56|Change From Baseline in Sputum Markers of Inflammation (Free Elastase) at Day 14 or 15 of Cycles 1 and 2 and Overall Day 56|Change From Baseline in Sputum Markers of Inflammation (Matrix Metalloproteinase 9 [MMP-9] Active) at Day 14 or 15 of Cycles 1 and 2 and Overall Day 56|Change From Baseline in Sputum Markers of Inflammation (Tumor Necrosis Factor-Alpha [TNF-α], Interleukin-8 [IL-8], Transforming Growth Factor Beta 1 [TGF-β1]) at Day 14 or 15 of Cycles 1 and 2 and Overall Day 56|Change From Baseline in Sputum Markers of Inflammation (Uridine-5'-Triphosphate [UTP]) at Day 14 or 15 of Cycles 1 and 2 and Overall Day 56|Change From Baseline in Clinically Significant Neutrophil Levels in Blood at Day 14 or 15 of Cycles 1 and 2 and Overall Day 56|Change From Baseline in Clinically Significant Serum Levels of C-Reactive Protein at Day 14 or 15 of Cycles 1 and 2 and Overall Day 56|Change From Baseline in Body Weight at Day 14 or 15 of Cycles 1 and 2 and Overall Day 56|Change From Baseline in the CF-Related Symptom Scores, as Assessed Using a Participant-Reported Questionnaire at Day 14 of Cycles 1 and 2 and Overall Day 56|PK: Area Under the Concentration Time Curve From Time 0 (Dosing) to 24 Hours (AUC0-24) of Ataluren|Compliance With Study Treatment","PTC Therapeutics","All","6 Years to 18 Years   (Child, Adult)","Phase 2","30","Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PTC124-GD-006-CF","March 23, 2007","February 29, 2008","February 29, 2008","April 10, 2007","March 6, 2020","March 6, 2020","Reine Fabiola Hospital, Brussels, Belgium|UZ Gasthuisberg Leuven, Leuven, Belgium|Hopital Necker Enfants Malades, Paris, France",,"https://ClinicalTrials.gov/show/NCT00458341"
128,"NCT00195221","Study to Describe the Allergic Reactions to Factor IX in Patients With Hemophilia B",,"Completed","No Results Available","Hemophilia B|Allergic Reactions",,,"Wyeth is now a wholly owned subsidiary of Pfizer","All","Child, Adult, Older Adult",,"166","Industry","Observational","Time Perspective: Retrospective","3090A-101657","February 2005",,"November 2007","September 19, 2005",,"December 5, 2007","Phoenix, Arizona, United States|Orange, California, United States|Atlanta, Georgia, United States|Boise, Idaho, United States|Peoria, Illinois, United States|Iowa City, Iowa, United States|East Lansing, Michigan, United States|Rochester, Minnesota, United States|New Brunswick, New Jersey, United States|Dayton, Ohio, United States|Philadelphia, Pennsylvania, United States|Memphis, Tennessee, United States|Fort Worth, Texas, United States|San Antonio, Texas, United States|Seattle, Washington, United States|Vienna, Austria|Brussels, Belgium|Montegnee, Belgium|Calgary, Alberta, Canada|Liffre, France|Montmorency, France|Paris, France|Strasbourg, France|Hamburg, Germany|Muenster, Germany|Catania, Italy|Catanzaro, Italy|Milano, Italy|Naples, Italy|Padova, Italy|Palermo, Italy|Parma, Italy|Perugia, Italy|Vicenza, Italy|Valencia, Spain|Valladolid, Spain|Wolverhampton, Wstmid, United Kingdom|Cardiff, United Kingdom",,"https://ClinicalTrials.gov/show/NCT00195221"
129,"NCT01656330","A Study to Assess the Effects of 2 Different Prothrombin Complex Concentrates on the Pharmacodynamics of Rivaroxaban in Healthy Adult Volunteers",,"Completed","No Results Available","Healthy","Drug: Rivaroxaban 20 mg twice daily|Drug: Rivaroxaban 20 mg once daily|Drug: Profilnine SD|Drug: Beriplex P/N|Other: Saline","Measurement of pharmacodynamic (PD) variables: prothrombin time (PT), International Normalized Ratio (INR), activated partial thromboplastin time (aPTT), thrombin generation assay (TGA) and anti-Factor Xa (anti-FXa)|Rivaroxaban plasma concentrations|The number of healthy volunteers reporting adverse events|Changes from baseline in clinical laboratory tests performed|Change from baseline in electrocardiogram (ECG) findings|Change from baseline physical examination findings|Change from baseline in vital signs measurements","Janssen Research & Development, LLC|Bayer","All","18 Years to 55 Years   (Adult)","Phase 1","35","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other","CR100867|RIVAROXNAP1003|2012-002313-20","July 2012","August 2012","August 2012","August 3, 2012",,"January 24, 2017","Merksem, Belgium",,"https://ClinicalTrials.gov/show/NCT01656330"
130,"NCT04129411","Treatment of Papillary Thyroid Carcinoma With Radiofrequency Ablation",,"Recruiting","No Results Available","Papillary Thyroid Cancer|Papillary Thyroid Microcarcinoma","Device: RFA","Changes in thyroid nodule size (overall volume measured in percentage)|Pain related to RFA procedure|Development of lymph node involvement|Development of distant metastasis|Safety of the RFA procedure","Mayo Clinic","All","18 Years to 85 Years   (Adult, Older Adult)","Not Applicable","5","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","19-005486","June 15, 2020","March 31, 2022","March 31, 2022","October 16, 2019",,"November 5, 2021","Mayo Clinic, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT04129411"
